video_id,variant_name,hook_type,core_test_variable,generated_video_path,generated_date,caption_summary,hashtag_set,publish_status,publish_datetime,tiktok_url,notes
v001_baseline,v001_baseline,baseline,baseline_product_workspace,NA,2026-06-15,NA,NA,not_published_yet,NA,NA,First baseline placeholder for dog_stairs_v1 khaki.
